<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2025.01.02,15:15:00,107850.718888889,107862.967226696,107752.724444444,107752.724444444,1555,0,1555
2025.01.02,15:30:00,107752.724444444,107764.129280787,107639.36974984,107654.73,1556,0,1556
2025.01.02,15:45:00,107654.73,107712.33239375,107645.595068644,107696.802333333,1557,0,1557
2025.01.02,16:00:00,107696.802333333,107757.872095926,107696.144079198,107738.874666667,1558,0,1558
2025.01.02,16:15:00,107738.874666667,107787.932539234,107735.145306069,107780.947,1559,0,1559
2025.01.02,16:30:00,107780.947,107827.566586553,107780.947,107823.019333333,1560,0,1560
2025.01.02,16:45:00,107823.019333333,107885.419056166,107818.084956828,107865.091666667,1561,0,1561
2025.01.02,17:00:00,107865.091666667,107908.157690543,107865.091666667,107907.164,1562,0,1562
2025.01.02,17:15:00,107907.164,107953.57074267,107903.885601195,107949.236333333,1563,0,1563
2025.01.02,17:30:00,107949.236333333,108001.477917083,107949.236333333,107991.308666667,1564,0,1564
2025.01.02,17:45:00,107991.308666667,108038.328088653,107991.308666667,108033.381,1565,0,1565
2025.01.02,18:00:00,108033.381,108087.152798233,108027.018732249,108075.453333333,1566,0,1566
2025.01.02,18:15:00,108075.453333333,108124.442863267,108073.74226137,108117.525666667,1567,0,1567
2025.01.02,18:30:00,108117.525666667,108162.105745597,108105.982896513,108159.598,1568,0,1568
2025.01.02,18:45:00,108159.598,108216.381166721,108159.598,108201.670333333,1569,0,1569
2025.01.02,19:00:00,108201.670333333,108251.304386489,108190.380976249,108243.742666667,1570,0,1570
2025.01.02,19:15:00,108243.742666667,108293.067316803,108243.742666667,108285.815,1571,0,1571
2025.01.02,19:30:00,108285.815,108341.943501054,108283.594619376,108327.887333333,1572,0,1572
2025.01.02,19:45:00,108327.887333333,108388.111003735,108316.336658542,108369.959666667,1573,0,1573
2025.01.02,20:00:00,108369.959666667,108414.054418428,108369.959666667,108412.032,1574,0,1574
2025.01.02,20:15:00,108412.032,108461.595424173,108409.81927076,108454.104333333,1575,0,1575
2025.01.02,20:30:00,108454.104333333,108510.160188973,108451.694303563,108496.176666667,1576,0,1576
2025.01.02,20:45:00,108496.176666667,108552.313687239,108488.828994107,108538.249,1577,0,1577
2025.01.02,21:00:00,108538.249,108588.036207569,108538.026119991,108580.321333333,1578,0,1578
2025.01.02,21:15:00,108580.321333333,108636.402029485,108580.321333333,108622.393666667,1579,0,1579
2025.01.02,21:30:00,108622.393666667,108671.119466792,108620.41360692,108664.466,1580,0,1580
2025.01.02,21:45:00,108664.466,108714.009659376,108652.418277308,108706.538333333,1581,0,1581
2025.01.02,22:00:00,108706.538333333,108768.067431607,108701.03042187,108748.610666667,1582,0,1582
2025.01.02,22:15:00,108748.610666667,108794.134794444,108748.610666667,108790.683,1583,0,1583
2025.01.02,22:30:00,108790.683,108833.272651345,108790.683,108832.755333333,1584,0,1584
2025.01.02,22:45:00,108832.755333333,108889.989404187,108823.390055667,108874.827666667,1585,0,1585
2025.01.02,23:00:00,108874.827666667,108924.001898391,108874.827666667,108916.9,1586,0,1586
2025.01.02,23:15:00,108916.9,108919.891447477,108844.0275,108844.0275,1587,0,1587
2025.01.02,23:30:00,108844.0275,108859.66232259,108771.155,108771.155,1588,0,1588
2025.01.02,23:45:00,108771.155,108800.435023564,108698.2825,108698.2825,1589,0,1589
2025.01.03,00:00:00,108698.2825,108734.609860437,108624.467792656,108625.41,1590,0,1590
2025.01.03,00:15:00,108625.41,108649.419897322,108552.5375,108552.5375,1591,0,1591
2025.01.03,00:30:00,108552.5375,108558.597495132,108469.915449701,108479.665,1592,0,1592
2025.01.03,00:45:00,108479.665,108509.108399804,108386.492569691,108406.7925,1593,0,1593
2025.01.03,01:00:00,108406.7925,108418.224669637,108317.08685048,108333.92,1594,0,1594
2025.01.03,01:15:00,108333.92,108337.957122298,108261.0475,108261.0475,1595,0,1595
2025.01.03,01:30:00,108261.0475,108296.258292673,108179.806314546,108188.175,1596,0,1596
2025.01.03,01:45:00,108188.175,108193.097772735,108114.086843903,108115.3025,1597,0,1597
2025.01.03,02:00:00,108115.3025,108120.516073568,108042.43,108042.43,1598,0,1598
2025.01.03,02:15:00,108042.43,108042.614527142,107948.258928423,107969.5575,1599,0,1599
2025.01.03,02:30:00,107969.5575,107980.273434721,107876.258781881,107896.685,1600,0,1600
2025.01.03,02:45:00,107896.685,107913.951304478,107813.417483951,107823.8125,1601,0,1601
2025.01.03,03:00:00,107823.8125,107859.958533878,107731.998535776,107750.94,1602,0,1602
2025.01.03,03:15:00,107750.94,107766.537103749,107678.0675,107678.0675,1603,0,1603
2025.01.03,03:30:00,107678.0675,107680.486464068,107605.195,107605.195,1604,0,1604
2025.01.03,03:45:00,107605.195,107609.396866969,107525.635700666,107532.3225,1605,0,1605
2025.01.03,04:00:00,107532.3225,107566.676637062,107440.692828085,107459.45,1606,0,1606
2025.01.03,04:15:00,107459.45,107476.944869525,107386.5775,107386.5775,1607,0,1607
2025.01.03,04:30:00,107386.5775,107417.026187853,107292.523612594,107313.705,1608,0,1608
2025.01.03,04:45:00,107313.705,107321.277015734,107240.8325,107240.8325,1609,0,1609
2025.01.03,05:00:00,107240.8325,107270.20209168,107167.96,107167.96,1610,0,1610
2025.01.03,05:15:00,107167.96,107182.306322892,107095.0875,107095.0875,1611,0,1611
2025.01.03,05:30:00,107095.0875,107097.555654008,107022.215,107022.215,1612,0,1612
2025.01.03,05:45:00,107022.215,107030.685684426,106948.906381569,106949.3425,1613,0,1613
2025.01.03,06:00:00,106949.3425,106961.794953948,106876.47,106876.47,1614,0,1614
2025.01.03,06:15:00,106876.47,106878.824872006,106799.518179635,106803.5975,1615,0,1615
2025.01.03,06:30:00,106803.5975,106830.149774201,106730.725,106730.725,1616,0,1616
2025.01.03,06:45:00,106730.725,106744.389260762,106657.8525,106657.8525,1617,0,1617
2025.01.03,07:00:00,106657.8525,106673.676341066,106584.98,106584.98,1618,0,1618
2025.01.03,07:15:00,106584.98,106598.542966341,106503.644868051,106512.1075,1619,0,1619
2025.01.03,07:30:00,106512.1075,106531.066405067,106439.235,106439.235,1620,0,1620
2025.01.03,07:45:00,106439.235,106458.580881901,106345.42119087,106366.3625,1621,0,1621
2025.01.03,08:00:00,106366.3625,106387.665801879,106285.887304587,106293.49,1622,0,1622
2025.01.03,08:15:00,106293.49,106314.434574913,106220.6175,106220.6175,1623,0,1623
2025.01.03,08:30:00,106220.6175,106244.72215818,106147.745,106147.745,1624,0,1624
2025.01.03,08:45:00,106147.745,106174.489448487,106074.8725,106074.8725,1625,0,1625
2025.01.03,09:00:00,106074.8725,106096.798837969,105981.578303644,106002,1626,0,1626
2025.01.03,09:15:00,106002,106028.523888039,105911.956304674,105929.1275,1627,0,1627
2025.01.03,09:30:00,105929.1275,105931.612806756,105855.549660177,105856.255,1628,0,1628
2025.01.03,09:45:00,105856.255,105891.517334694,105783.3825,105783.3825,1629,0,1629
2025.01.03,10:00:00,105783.3825,105816.985752336,105710.51,105710.51,1630,0,1630
2025.01.03,10:15:00,105710.51,105794.902249304,105710.51,105772.632727273,1631,0,1631
2025.01.03,10:30:00,105772.632727273,105839.896161859,105772.632727273,105834.755454545,1632,0,1632
2025.01.03,10:45:00,105834.755454545,105899.584768957,105834.755454545,105896.878181818,1633,0,1633
2025.01.03,11:00:00,105896.878181818,105979.725566554,105896.878181818,105959.000909091,1634,0,1634
2025.01.03,11:15:00,105959.000909091,106021.351395645,105959.000909091,106021.123636364,1635,0,1635
2025.01.03,11:30:00,106021.123636364,106099.245940177,106021.123636364,106083.246363636,1636,0,1636
2025.01.03,11:45:00,106083.246363636,106165.632148536,106083.246363636,106145.369090909,1637,0,1637
2025.01.03,12:00:00,106145.369090909,106235.346965479,106127.196278971,106207.491818182,1638,0,1638
2025.01.03,12:15:00,106207.491818182,106294.011790981,106190.449011012,106269.614545455,1639,0,1639
2025.01.03,12:30:00,106269.614545455,106358.444093047,106269.614545455,106331.737272727,1640,0,1640
2025.01.03,12:45:00,106331.737272727,106397.064776922,106331.737272727,106393.86,1641,0,1641
2025.01.03,13:00:00,106393.86,106463.98194472,106393.86,106455.982727273,1642,0,1642
2025.01.03,13:15:00,106455.982727273,106548.937500403,106455.982727273,106518.105454545,1643,0,1643
2025.01.03,13:30:00,106518.105454545,106591.54279756,106511.280715647,106580.228181818,1644,0,1644
2025.01.03,13:45:00,106580.228181818,106666.021803107,106577.417154564,106642.350909091,1645,0,1645
2025.01.03,14:00:00,106642.350909091,106724.66429113,106638.965632569,106704.473636364,1646,0,1646
2025.01.03,14:15:00,106704.473636364,106795.418298129,106704.473636364,106766.596363636,1647,0,1647
2025.01.03,14:30:00,106766.596363636,106856.084283315,106748.673472816,106828.719090909,1648,0,1648
2025.01.03,14:45:00,106828.719090909,106920.260672202,106818.646814252,106890.841818182,1649,0,1649
2025.01.03,15:00:00,106890.841818182,106973.855168521,106890.841818182,106952.964545455,1650,0,1650
2025.01.03,15:15:00,106952.964545455,107027.577439059,106952.964545455,107015.087272727,1651,0,1651
2025.01.03,15:30:00,107015.087272727,107103.622858905,107015.087272727,107077.21,1652,0,1652
2025.01.03,15:45:00,107077.21,107154.713310099,107077.21,107139.332727273,1653,0,1653
2025.01.03,16:00:00,107139.332727273,107219.339090079,107139.332727273,107201.455454545,1654,0,1654
2025.01.03,16:15:00,107201.455454545,107280.849623937,107201.455454545,107263.578181818,1655,0,1655
2025.01.03,16:30:00,107263.578181818,107350.037674618,107263.578181818,107325.700909091,1656,0,1656
2025.01.03,16:45:00,107325.700909091,107398.977825225,107319.063988466,107387.823636364,1657,0,1657
2025.01.03,17:00:00,107387.823636364,107455.131725089,107387.823636364,107449.946363636,1658,0,1658
2025.01.03,17:15:00,107449.946363636,107524.693105157,107438.897178098,107512.069090909,1659,0,1659
2025.01.03,17:30:00,107512.069090909,107598.074943739,107508.450573107,107574.191818182,1660,0,1660
2025.01.03,17:45:00,107574.191818182,107660.96319589,107574.191818182,107636.314545455,1661,0,1661
2025.01.03,18:00:00,107636.314545455,107708.258296017,107627.498109152,107698.437272727,1662,0,1662
2025.01.03,18:15:00,107698.437272727,107762.999507532,107687.337485023,107760.56,1663,0,1663
2025.01.03,18:30:00,107760.56,107844.35296505,107748.177687654,107822.682727273,1664,0,1664
2025.01.03,18:45:00,107822.682727273,107890.92628186,107822.682727273,107884.805454545,1665,0,1665
2025.01.03,19:00:00,107884.805454545,107960.730633453,107884.805454545,107946.928181818,1666,0,1666
2025.01.03,19:15:00,107946.928181818,108018.097276595,107940.536185716,108009.050909091,1667,0,1667
2025.01.03,19:30:00,108009.050909091,108081.256742559,108000.851691571,108071.173636364,1668,0,1668
2025.01.03,19:45:00,108071.173636364,108158.116420255,108071.173636364,108133.296363636,1669,0,1669
2025.01.03,20:00:00,108133.296363636,108209.699215548,108129.966176784,108195.419090909,1670,0,1670
2025.01.03,20:15:00,108195.419090909,108285.645330367,108195.419090909,108257.541818182,1671,0,1671
2025.01.03,20:30:00,108257.541818182,108335.591775855,108257.541818182,108319.664545455,1672,0,1672
2025.01.03,20:45:00,108319.664545455,108392.219807444,108319.664545455,108381.787272727,1673,0,1673
2025.01.03,21:00:00,108381.787272727,108461.756396023,108367.736314146,108443.91,1674,0,1674
2025.01.03,21:15:00,108443.91,108528.929447371,108443.91,108506.032727273,1675,0,1675
2025.01.03,21:30:00,108506.032727273,108589.953439487,108492.245216323,108568.155454545,1676,0,1676
2025.01.03,21:45:00,108568.155454545,108653.723734154,108556.906695719,108630.278181818,1677,0,1677
2025.01.03,22:00:00,108630.278181818,108713.229276974,108623.905505422,108692.400909091,1678,0,1678
2025.01.03,22:15:00,108692.400909091,108783.45564314,108691.800436793,108754.523636364,1679,0,1679
2025.01.03,22:30:00,108754.523636364,108838.233964118,108754.523636364,108816.646363636,1680,0,1680
2025.01.03,22:45:00,108816.646363636,108899.018154871,108807.122128181,108878.769090909,1681,0,1681
2025.01.03,23:00:00,108878.769090909,108968.16266551,108866.508924395,108940.891818182,1682,0,1682
2025.01.03,23:15:00,108940.891818182,109005.368859382,108940.891818182,109003.014545455,1683,0,1683
2025.01.03,23:30:00,109003.014545455,109074.186281538,109003.014545455,109065.137272727,1684,0,1684
2025.01.03,23:45:00,109065.137272727,109136.346353998,109053.222625376,109127.26,1685,0,1685
2025.01.04,00:00:00,109127.26,109215.259035531,109117.712834788,109189.382727273,1686,0,1686
2025.01.04,00:15:00,109189.382727273,109266.150273473,109172.946401733,109251.505454545,1687,0,1687
2025.01.04,00:30:00,109251.505454545,109318.928171338,109238.863053583,109313.628181818,1688,0,1688
2025.01.04,00:45:00,109313.628181818,109378.883846224,109313.628181818,109375.750909091,1689,0,1689
2025.01.04,01:00:00,109375.750909091,109445.251611305,109368.135704848,109437.873636364,1690,0,1690
2025.01.04,01:15:00,109437.873636364,109527.800521856,109420.28290995,109499.996363636,1691,0,1691
2025.01.04,01:30:00,109499.996363636,109579.024604383,109484.333932747,109562.119090909,1692,0,1692
2025.01.04,01:45:00,109562.119090909,109635.656117188,109562.119090909,109624.241818182,1693,0,1693
2025.01.04,02:00:00,109624.241818182,109698.59883968,109624.241818182,109686.364545455,1694,0,1694
2025.01.04,02:15:00,109686.364545455,109771.98925822,109686.364545455,109748.487272727,1695,0,1695
2025.01.04,02:30:00,109748.487272727,109821.869474267,109746.063398943,109810.61,1696,0,1696
2025.01.04,02:45:00,109810.61,109812.541933451,109773.547117602,109773.824230769,1697,0,1697
2025.01.04,03:00:00,109773.824230769,109791.37426419,109733.979451615,109737.038461538,1698,0,1698
2025.01.04,03:15:00,109737.038461538,109753.498951083,109699.049208558,109700.252692308,1699,0,1699
2025.01.04,03:30:00,109700.252692308,109711.146817979,109663.466923077,109663.466923077,1700,0,1700
2025.01.04,03:45:00,109663.466923077,109669.031593065,109617.542669959,109626.681153846,1701,0,1701
2025.01.04,04:00:00,109626.681153846,109629.431288945,109584.257677131,109589.895384615,1702,0,1702
2025.01.04,04:15:00,109589.895384615,109596.136400283,109553.109615385,109553.109615385,1703,0,1703
2025.01.04,04:30:00,109553.109615385,109553.731882608,109516.323846154,109516.323846154,1704,0,1704
2025.01.04,04:45:00,109516.323846154,109530.410097844,109479.538076923,109479.538076923,1705,0,1705
2025.01.04,05:00:00,109479.538076923,109494.405915514,109442.752307692,109442.752307692,1706,0,1706
2025.01.04,05:15:00,109442.752307692,109452.815736557,109405.966538462,109405.966538462,1707,0,1707
2025.01.04,05:30:00,109405.966538462,109407.467511791,109361.273128246,109369.180769231,1708,0,1708
2025.01.04,05:45:00,109369.180769231,109369.525782055,109332.395,109332.395,1709,0,1709
2025.01.04,06:00:00,109332.395,109343.381790645,109295.609230769,109295.609230769,1710,0,1710
2025.01.04,06:15:00,109295.609230769,109307.036024623,109258.823461538,109258.823461538,1711,0,1711
2025.01.04,06:30:00,109258.823461538,109262.806728572,109219.790807191,109222.037692308,1712,0,1712
2025.01.04,06:45:00,109222.037692308,109237.821772725,109175.408085304,109185.251923077,1713,0,1713
2025.01.04,07:00:00,109185.251923077,109193.205964877,109148.466153846,109148.466153846,1714,0,1714
2025.01.04,07:15:00,109148.466153846,109154.758158398,109111.680384615,109111.680384615,1715,0,1715
2025.01.04,07:30:00,109111.680384615,109111.844416446,109064.807192052,109074.894615385,1716,0,1716
2025.01.04,07:45:00,109074.894615385,109088.32393189,109027.682786263,109038.108846154,1717,0,1717
2025.01.04,08:00:00,109038.108846154,109054.862722566,109001.323076923,109001.323076923,1718,0,1718
2025.01.04,08:15:00,109001.323076923,109006.78528871,108964.537307692,108964.537307692,1719,0,1719
2025.01.04,08:30:00,108964.537307692,108968.560806604,108927.751538462,108927.751538462,1720,0,1720
2025.01.04,08:45:00,108927.751538462,108946.103339863,108890.965769231,108890.965769231,1721,0,1721
2025.01.04,09:00:00,108890.965769231,108902.661865398,108854.18,108854.18,1722,0,1722
2025.01.04,09:15:00,108854.18,108854.960919121,108817.394230769,108817.394230769,1723,0,1723
2025.01.04,09:30:00,108817.394230769,108822.271902676,108780.608461538,108780.608461538,1724,0,1724
2025.01.04,09:45:00,108780.608461538,108792.397179834,108743.822692308,108743.822692308,1725,0,1725
2025.01.04,10:00:00,108743.822692308,108752.707391402,108700.715007487,108707.036923077,1726,0,1726
2025.01.04,10:15:00,108707.036923077,108723.791405499,108670.251153846,108670.251153846,1727,0,1727
2025.01.04,10:30:00,108670.251153846,108674.29043893,108629.223045686,108633.465384615,1728,0,1728
2025.01.04,10:45:00,108633.465384615,108640.875915886,108596.679615385,108596.679615385,1729,0,1729
2025.01.04,11:00:00,108596.679615385,108597.939137116,108559.893846154,108559.893846154,1730,0,1730
2025.01.04,11:15:00,108559.893846154,108567.704010423,108523.108076923,108523.108076923,1731,0,1731
2025.01.04,11:30:00,108523.108076923,108528.873306882,108486.322307692,108486.322307692,1732,0,1732
2025.01.04,11:45:00,108486.322307692,108496.751234982,108445.83095822,108449.536538462,1733,0,1733
2025.01.04,12:00:00,108449.536538462,108454.133050362,108412.750769231,108412.750769231,1734,0,1734
2025.01.04,12:15:00,108412.750769231,108422.468715127,108365.898907353,108375.965,1735,0,1735
2025.01.04,12:30:00,108375.965,108383.628148643,108328.310125758,108339.179230769,1736,0,1736
2025.01.04,12:45:00,108339.179230769,108339.43538705,108300.164360221,108302.393461538,1737,0,1737
2025.01.04,13:00:00,108302.393461538,108314.225910917,108265.607692308,108265.607692308,1738,0,1738
2025.01.04,13:15:00,108265.607692308,108268.421889009,108228.821923077,108228.821923077,1739,0,1739
2025.01.04,13:30:00,108228.821923077,108231.579220547,108191.350259028,108192.036153846,1740,0,1740
2025.01.04,13:45:00,108192.036153846,108198.259780609,108152.519081527,108155.250384615,1741,0,1741
2025.01.04,14:00:00,108155.250384615,108171.965599018,108109.755592372,108118.464615385,1742,0,1742
2025.01.04,14:15:00,108118.464615385,108120.863336032,108079.112686562,108081.678846154,1743,0,1743
2025.01.04,14:30:00,108081.678846154,108084.899953465,108036.456164796,108044.893076923,1744,0,1744
2025.01.04,14:45:00,108044.893076923,108057.497792834,108008.107307692,108008.107307692,1745,0,1745
2025.01.04,15:00:00,108008.107307692,108009.837448803,107966.439618197,107971.321538462,1746,0,1746
2025.01.04,15:15:00,107971.321538462,107987.10781447,107934.535769231,107934.535769231,1747,0,1747
2025.01.04,15:30:00,107934.535769231,107938.705081415,107897.75,107897.75,1748,0,1748
2025.01.04,15:45:00,107897.75,108016.016446753,107878.466935994,108007.877380952,1749,0,1749
2025.01.04,16:00:00,108007.877380952,108151.650139602,107983.412203834,108118.004761905,1750,0,1750
2025.01.04,16:15:00,108118.004761905,108277.520715083,108108.733827264,108228.132142857,1751,0,1751
2025.01.04,16:30:00,108228.132142857,108350.583023959,108228.132142857,108338.25952381,1752,0,1752
2025.01.04,16:45:00,108338.25952381,108490.254918757,108326.983401345,108448.386904762,1753,0,1753
2025.01.04,17:00:00,108448.386904762,108573.695841359,108448.386904762,108558.514285714,1754,0,1754
2025.01.04,17:15:00,108558.514285714,108687.137616088,108550.078665339,108668.641666667,1755,0,1755
2025.01.04,17:30:00,108668.641666667,108815.047251641,108668.641666667,108778.769047619,1756,0,1756
2025.01.04,17:45:00,108778.769047619,108908.284292923,108778.769047619,108888.896428571,1757,0,1757
2025.01.04,18:00:00,108888.896428571,109048.49967241,108888.896428571,108999.023809524,1758,0,1758
2025.01.04,18:15:00,108999.023809524,109123.949812871,108988.753569838,109109.151190476,1759,0,1759
2025.01.04,18:30:00,109109.151190476,109271.807855794,109109.151190476,109219.278571429,1760,0,1760
2025.01.04,18:45:00,109219.278571429,109334.008255121,109219.278571429,109329.405952381,1761,0,1761
2025.01.04,19:00:00,109329.405952381,109447.356664643,109319.045835681,109439.533333333,1762,0,1762
2025.01.04,19:15:00,109439.533333333,109568.676958966,109439.533333333,109549.660714286,1763,0,1763
2025.01.04,19:30:00,109549.660714286,109666.801652024,109549.660714286,109659.788095238,1764,0,1764
2025.01.04,19:45:00,109659.788095238,109823.727073699,109639.198568724,109769.91547619,1765,0,1765
2025.01.04,20:00:00,109769.91547619,109931.478832934,109762.239584074,109880.042857143,1766,0,1766
2025.01.04,20:15:00,109880.042857143,110032.390603535,109867.384396426,109990.170238095,1767,0,1767
2025.01.04,20:30:00,109990.170238095,110129.653941294,109974.268510808,110100.297619048,1768,0,1768
2025.01.04,20:45:00,110100.297619048,110232.48139172,110074.285942908,110210.425,1769,0,1769
2025.01.04,21:00:00,110210.425,110368.895299066,110210.425,110320.552380952,1770,0,1770
2025.01.04,21:15:00,110320.552380952,110435.005591768,110306.876332678,110430.679761905,1771,0,1771
2025.01.04,21:30:00,110430.679761905,110583.374049578,110415.933306033,110540.807142857,1772,0,1772
2025.01.04,21:45:00,110540.807142857,110695.196788873,110539.8180528,110650.93452381,1773,0,1773
2025.01.04,22:00:00,110650.93452381,110775.109179412,110623.180879131,110761.061904762,1774,0,1774
2025.01.04,22:15:00,110761.061904762,110900.65059904,110730.226284887,110871.189285714,1775,0,1775
2025.01.04,22:30:00,110871.189285714,111014.589437037,110848.16511187,110981.316666667,1776,0,1776
2025.01.04,22:45:00,110981.316666667,111129.831591498,110949.254836607,111091.444047619,1777,0,1777
2025.01.04,23:00:00,111091.444047619,111213.013067491,111091.444047619,111201.571428571,1778,0,1778
2025.01.04,23:15:00,111201.571428571,111355.202405602,111201.571428571,111311.698809524,1779,0,1779
2025.01.04,23:30:00,111311.698809524,111460.023923876,111311.698809524,111421.826190476,1780,0,1780
2025.01.04,23:45:00,111421.826190476,111554.317084509,111404.365219468,111531.953571429,1781,0,1781
2025.01.05,00:00:00,111531.953571429,111650.247483594,111525.365719254,111642.080952381,1782,0,1782
2025.01.05,00:15:00,111642.080952381,111798.412173462,111642.080952381,111752.208333333,1783,0,1783
2025.01.05,00:30:00,111752.208333333,111868.719333279,111727.360204239,111862.335714286,1784,0,1784
2025.01.05,00:45:00,111862.335714286,112009.460107715,111862.335714286,111972.463095238,1785,0,1785
2025.01.05,01:00:00,111972.463095238,112091.922506649,111964.037412398,112082.590476191,1786,0,1786
2025.01.05,01:15:00,112082.590476191,112195.231086416,112072.521226075,112192.717857143,1787,0,1787
2025.01.05,01:30:00,112192.717857143,112317.968068441,112187.108895524,112302.845238095,1788,0,1788
2025.01.05,01:45:00,112302.845238095,112443.207386583,112301.298493094,112412.972619048,1789,0,1789
2025.01.05,02:00:00,112412.972619048,112560.56852002,112412.972619048,112523.1,1790,0,1790
2025.01.05,02:15:00,112523.1,112523.866641893,112490.525172414,112490.525172414,1791,0,1791
2025.01.05,02:30:00,112490.525172414,112497.597497698,112451.373249667,112457.950344828,1792,0,1792
2025.01.05,02:45:00,112457.950344828,112472.357886636,112425.375517241,112425.375517241,1793,0,1793
2025.01.05,03:00:00,112425.375517241,112429.858344625,112391.655878048,112392.800689655,1794,0,1794
2025.01.05,03:15:00,112392.800689655,112401.408813187,112356.916026294,112360.225862069,1795,0,1795
2025.01.05,03:30:00,112360.225862069,112368.801454447,112327.651034483,112327.651034483,1796,0,1796
2025.01.05,03:45:00,112327.651034483,112334.304884333,112295.076206897,112295.076206897,1797,0,1797
2025.01.05,04:00:00,112295.076206897,112305.693177233,112262.50137931,112262.50137931,1798,0,1798
2025.01.05,04:15:00,112262.50137931,112277.926207974,112220.1822878,112229.926551724,1799,0,1799
2025.01.05,04:30:00,112229.926551724,112234.13097909,112191.277383704,112197.351724138,1800,0,1800
2025.01.05,04:45:00,112197.351724138,112203.343217,112161.253854813,112164.776896552,1801,0,1801
2025.01.05,05:00:00,112164.776896552,112173.311240905,112132.202068966,112132.202068966,1802,0,1802
2025.01.05,05:15:00,112132.202068966,112147.14176199,112099.627241379,112099.627241379,1803,0,1803
2025.01.05,05:30:00,112099.627241379,112099.636919057,112067.052413793,112067.052413793,1804,0,1804
2025.01.05,05:45:00,112067.052413793,112069.711296135,112025.225811988,112034.477586207,1805,0,1805
2025.01.05,06:00:00,112034.477586207,112043.934257618,111994.703216828,112001.902758621,1806,0,1806
2025.01.05,06:15:00,112001.902758621,112007.615012883,111963.848104467,111969.327931035,1807,0,1807
2025.01.05,06:30:00,111969.327931035,111977.517264422,111936.753103448,111936.753103448,1808,0,1808
2025.01.05,06:45:00,111936.753103448,111944.425472766,111898.744622665,111904.178275862,1809,0,1809
2025.01.05,07:00:00,111904.178275862,111912.159462013,111863.960457637,111871.603448276,1810,0,1810
2025.01.05,07:15:00,111871.603448276,111885.549545528,111832.680867401,111839.02862069,1811,0,1811
2025.01.05,07:30:00,111839.02862069,111852.997540407,111804.277005597,111806.453793103,1812,0,1812
2025.01.05,07:45:00,111806.453793103,111821.689157891,111766.527670894,111773.878965517,1813,0,1813
2025.01.05,08:00:00,111773.878965517,111781.281307701,111734.288974477,111741.304137931,1814,0,1814
2025.01.05,08:15:00,111741.304137931,111751.300158164,111701.110028006,111708.729310345,1815,0,1815
2025.01.05,08:30:00,111708.729310345,111713.966589822,111672.436637255,111676.154482759,1816,0,1816
2025.01.05,08:45:00,111676.154482759,111691.32720243,111640.579463333,111643.579655172,1817,0,1817
2025.01.05,09:00:00,111643.579655172,111654.299404481,111611.004827586,111611.004827586,1818,0,1818
2025.01.05,09:15:00,111611.004827586,111617.891826375,111573.219169366,111578.43,1819,0,1819
2025.01.05,09:30:00,111578.43,111594.309935046,111545.855172414,111545.855172414,1820,0,1820
2025.01.05,09:45:00,111545.855172414,111556.432894254,111511.549821173,111513.280344828,1821,0,1821
2025.01.05,10:00:00,111513.280344828,111528.624982942,111476.980827955,111480.705517241,1822,0,1822
2025.01.05,10:15:00,111480.705517241,111491.647356534,111448.130689655,111448.130689655,1823,0,1823
2025.01.05,10:30:00,111448.130689655,111450.822737876,111408.403160074,111415.555862069,1824,0,1824
2025.01.05,10:45:00,111415.555862069,111424.582201439,111382.17809992,111382.981034483,1825,0,1825
2025.01.05,11:00:00,111382.981034483,111385.590944113,111343.254697181,111350.406206897,1826,0,1826
2025.01.05,11:15:00,111350.406206897,111364.472731946,111317.83137931,111317.83137931,1827,0,1827
2025.01.05,11:30:00,111317.83137931,111331.93600967,111285.256551724,111285.256551724,1828,0,1828
2025.01.05,11:45:00,111285.256551724,111299.949573863,111252.681724138,111252.681724138,1829,0,1829
2025.01.05,12:00:00,111252.681724138,111253.029678506,111216.033508695,111220.106896552,1830,0,1830
2025.01.05,12:15:00,111220.106896552,111224.391308244,111186.84614656,111187.532068966,1831,0,1831
2025.01.05,12:30:00,111187.532068966,111189.082339871,111154.957241379,111154.957241379,1832,0,1832
2025.01.05,12:45:00,111154.957241379,111163.179295013,111122.382413793,111122.382413793,1833,0,1833
2025.01.05,13:00:00,111122.382413793,111127.855551089,111089.807586207,111089.807586207,1834,0,1834
2025.01.05,13:15:00,111089.807586207,111091.33999777,111055.645494337,111057.232758621,1835,0,1835
2025.01.05,13:30:00,111057.232758621,111063.67587864,111016.881958557,111024.657931034,1836,0,1836
2025.01.05,13:45:00,111024.657931034,111031.810830146,110991.377623571,110992.083103448,1837,0,1837
2025.01.05,14:00:00,110992.083103448,111003.478556095,110959.508275862,110959.508275862,1838,0,1838
2025.01.05,14:15:00,110959.508275862,110972.589965016,110926.933448276,110926.933448276,1839,0,1839
2025.01.05,14:30:00,110926.933448276,110938.596539761,110894.35862069,110894.35862069,1840,0,1840
2025.01.05,14:45:00,110894.35862069,110898.781216218,110861.783793103,110861.783793103,1841,0,1841
2025.01.05,15:00:00,110861.783793103,110877.173880867,110829.208965517,110829.208965517,1842,0,1842
2025.01.05,15:15:00,110829.208965517,110845.453157468,110787.426855735,110796.634137931,1843,0,1843
2025.01.05,15:30:00,110796.634137931,110810.891575883,110760.489772828,110764.059310345,1844,0,1844
